Particle ID =     1
                 t                 x                 y                 z                ux                uy                uz               urx               ury               urz          Fx_hydro          Fy_hydro          Fz_hydro         RFx_hydro         RFy_hydro         RFz_hydro           Fx_coll           Fy_coll           Fz_coll
  0.127477415E+00   0.500000000E-01   0.500000000E-01   0.124066665E+00   0.171084004E-15  -0.544726393E-16  -0.442667283E-01  -0.406049508E-15   0.226172592E-15   0.123479682E-14  -0.511815475E-17  -0.401875301E-18  -0.345607704E-03   0.560600386E-20   0.572306181E-20   0.444501593E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.128031665E+00   0.500000000E-01   0.500000000E-01   0.124042099E+00   0.160340704E-15  -0.585060157E-16  -0.443780689E-01  -0.438322914E-15   0.297979386E-15   0.121020968E-14  -0.383638946E-16  -0.144030266E-16  -0.397592774E-03  -0.259305862E-20   0.576943218E-20  -0.197549307E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.128585914E+00   0.500000000E-01   0.500000000E-01   0.124017471E+00   0.151971361E-15  -0.594747083E-16  -0.444941171E-01  -0.662831306E-15   0.543572251E-15   0.112953784E-14  -0.298865904E-16  -0.345916244E-17  -0.414403597E-03  -0.180384872E-19   0.197325531E-19  -0.648170844E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.129140164E+00   0.500000000E-01   0.500000000E-01   0.123992779E+00   0.147129594E-15  -0.499022860E-16  -0.446044315E-01  -0.742644773E-15   0.927133918E-15   0.162573716E-14  -0.172897594E-16   0.341827387E-16  -0.393928370E-03  -0.641274118E-20   0.308178780E-19   0.398679310E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.129694414E+00   0.500000000E-01   0.500000000E-01   0.123968027E+00   0.125277071E-15  -0.404595452E-16  -0.447132578E-01  -0.655097500E-15   0.100760354E-14   0.164616529E-14  -0.780344871E-16   0.337196518E-16  -0.388614335E-03   0.703412625E-20   0.646546135E-20   0.164133077E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.130248663E+00   0.500000000E-01   0.500000000E-01   0.123943215E+00   0.105657241E-15  -0.358735563E-16  -0.448213686E-01  -0.568522647E-15   0.105412443E-14   0.662761586E-15  -0.700616345E-16   0.163763837E-16  -0.386059444E-03   0.695599550E-20   0.373779546E-20  -0.790131494E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.130802913E+00   0.500000000E-01   0.500000000E-01   0.123918344E+00   0.898802094E-16  -0.331907090E-16  -0.449238681E-01  -0.830524118E-15   0.138596822E-14   0.284113223E-16  -0.563391511E-16   0.958034100E-17  -0.366021508E-03  -0.210509288E-19   0.266625221E-19  -0.509678904E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.131357163E+00   0.500000000E-01   0.500000000E-01   0.123893419E+00   0.765263868E-16  -0.380660428E-16  -0.450179383E-01  -0.988813591E-15   0.168262455E-14   0.118839828E-15  -0.476859687E-16  -0.174096231E-16  -0.335921006E-03  -0.127180219E-19   0.238353293E-19   0.726562345E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.131911412E+00   0.500000000E-01   0.500000000E-01   0.123868441E+00   0.915947293E-16  -0.445316953E-16  -0.451159972E-01  -0.889790669E-15   0.164619616E-14   0.278741658E-15   0.538084513E-16  -0.230885878E-16  -0.350164430E-03   0.795615569E-20  -0.292689757E-20   0.128475693E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.132465662E+00   0.500000000E-01   0.500000000E-01   0.123843405E+00   0.824703757E-16  -0.411470522E-16  -0.452248607E-01  -0.532691034E-15   0.166136927E-14   0.561987647E-15  -0.325827036E-16   0.120864259E-16  -0.388747203E-03   0.286917435E-19   0.121910741E-20   0.227578538E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.133019912E+00   0.500000000E-01   0.500000000E-01   0.123818308E+00   0.599701088E-16  -0.396084886E-16  -0.453384455E-01  -0.300593211E-15   0.180088529E-14   0.938426996E-15  -0.803475576E-16   0.549414938E-17  -0.405606662E-03   0.186482722E-19   0.112096392E-19   0.302456239E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.133574161E+00   0.500000000E-01   0.500000000E-01   0.123793146E+00   0.517988121E-16  -0.454874813E-16  -0.454579124E-01  -0.292673279E-15   0.226736602E-14   0.142492726E-14  -0.291793753E-16  -0.209936489E-16  -0.426611710E-03   0.636339709E-21   0.374801429E-19   0.390886446E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.134128411E+00   0.500000000E-01   0.500000000E-01   0.123767918E+00   0.529558959E-16  -0.500535671E-16  -0.455768238E-01  -0.495532530E-16   0.247756218E-14   0.126582088E-14   0.413190020E-17  -0.163053108E-16  -0.424627630E-03   0.195338688E-19   0.168885479E-19  -0.127836573E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.134682660E+00   0.500000000E-01   0.500000000E-01   0.123742626E+00   0.677639754E-16  -0.551779060E-16  -0.456878306E-01   0.276611152E-16   0.184292704E-14   0.229705771E-15   0.528790626E-16  -0.182988101E-16  -0.396401175E-03   0.620391238E-20  -0.509907795E-19  -0.832483321E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.135236910E+00   0.500000000E-01   0.500000000E-01   0.123717273E+00   0.731387824E-16  -0.524673331E-16  -0.457963495E-01  -0.321739693E-15   0.159932702E-14   0.131217182E-15   0.191932220E-16   0.967934789E-17  -0.387516472E-03  -0.280731689E-19  -0.195724344E-19  -0.791322379E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.135791160E+00   0.500000000E-01   0.500000000E-01   0.123691861E+00   0.598230894E-16  -0.461466337E-16  -0.459043599E-01  -0.804707852E-15   0.205725737E-14   0.251480011E-15  -0.475498096E-16   0.225709659E-16  -0.385700966E-03  -0.388048522E-19   0.367931489E-19   0.966271011E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.136345409E+00   0.500000000E-01   0.500000000E-01   0.123666389E+00   0.704864419E-16  -0.492446957E-16  -0.460110209E-01  -0.985269153E-15   0.249083235E-14  -0.290731309E-15   0.380784073E-16  -0.110630562E-16  -0.380882166E-03  -0.145074877E-19   0.348362784E-19  -0.435648391E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.136899659E+00   0.500000000E-01   0.500000000E-01   0.123640858E+00   0.951163617E-16  -0.473252846E-16  -0.461172192E-01  -0.747827959E-15   0.269880067E-14  -0.730261242E-15   0.879524631E-16   0.685414064E-17  -0.379229713E-03   0.190775940E-19   0.167095480E-19  -0.353147381E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.137453909E+00   0.500000000E-01   0.500000000E-01   0.123615270E+00   0.108263815E-15  -0.475521351E-16  -0.462146742E-01  -0.330322543E-15   0.262457684E-14  -0.349605159E-15   0.469490315E-16  -0.810074191E-18  -0.348008124E-03   0.335451430E-19  -0.596363264E-20   0.305844242E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.138008158E+00   0.500000000E-01   0.500000000E-01   0.123589628E+00   0.110619797E-15  -0.514810130E-16  -0.463146752E-01  -0.138391815E-15   0.259012077E-14   0.318748548E-15   0.841311870E-17  -0.140298663E-16  -0.357099639E-03   0.154209825E-19  -0.276842788E-20   0.536999517E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.138562408E+00   0.500000000E-01   0.500000000E-01   0.123563931E+00   0.104653029E-15  -0.487263991E-16  -0.464120039E-01   0.378601688E-16   0.288958723E-14   0.496677375E-15  -0.213070911E-16   0.983661628E-17  -0.347556798E-03   0.141612486E-19   0.240611131E-19   0.142959773E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.139116657E+00   0.500000000E-01   0.500000000E-01   0.123538177E+00   0.990285806E-16  -0.551174790E-16  -0.465210789E-01   0.105002839E-15   0.356040114E-14   0.587948994E-15  -0.200846812E-16  -0.228222917E-16  -0.389502295E-03   0.539468565E-20   0.538976207E-19   0.733336482E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.139670907E+00   0.500000000E-01   0.500000000E-01   0.123512367E+00   0.917261676E-16  -0.622149508E-16  -0.466136998E-01   0.916056633E-16   0.356325608E-14   0.488300687E-15  -0.260766259E-16  -0.253447894E-16  -0.330745883E-03  -0.107641761E-20   0.229384658E-21  -0.800640324E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.140225157E+00   0.500000000E-01   0.500000000E-01   0.123486506E+00   0.851948121E-16  -0.602678176E-16  -0.467046747E-01   0.366778715E-15   0.281104681E-14   0.264570237E-15  -0.233232105E-16   0.695313515E-17  -0.324867496E-03   0.221092207E-19  -0.604374615E-19  -0.179759823E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.140779406E+00   0.500000000E-01   0.500000000E-01   0.123460588E+00   0.684729006E-16  -0.572394806E-16  -0.468202644E-01   0.450665733E-15   0.233314369E-14  -0.419167852E-16  -0.597132805E-16   0.108140708E-16  -0.412766321E-03   0.674003712E-20  -0.383978935E-19  -0.246251919E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.141333656E+00   0.500000000E-01   0.500000000E-01   0.123434610E+00   0.484219557E-16  -0.476802336E-16  -0.469235528E-01   0.422913320E-15   0.183905538E-14  -0.578111699E-17  -0.716011262E-16   0.341356907E-16  -0.368838635E-03  -0.222981217E-20  -0.396983187E-19   0.290337828E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.141887906E+00   0.500000000E-01   0.500000000E-01   0.123408575E+00   0.207847641E-16  -0.390352623E-16  -0.470236382E-01   0.547472744E-15   0.168616369E-14   0.556558994E-16  -0.986913111E-16   0.308708485E-16  -0.357401186E-03   0.100079269E-19  -0.122843280E-19   0.493625572E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.142442155E+00   0.500000000E-01   0.500000000E-01   0.123382487E+00   0.926908592E-17  -0.414500381E-16  -0.471136144E-01   0.372055694E-15   0.216071671E-14  -0.613167849E-15  -0.411220284E-16  -0.862306825E-17  -0.321301341E-03  -0.140941646E-19   0.381287244E-19  -0.537377179E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.142996405E+00   0.500000000E-01   0.500000000E-01   0.123356347E+00   0.274564223E-16  -0.479163555E-16  -0.472104955E-01  -0.108424464E-15   0.232361198E-14  -0.842169470E-15   0.649462544E-16  -0.230909620E-16  -0.345958500E-03  -0.386049497E-19   0.130880822E-19  -0.183995030E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.143550654E+00   0.500000000E-01   0.500000000E-01   0.123330152E+00   0.420657387E-16  -0.510306480E-16  -0.473161463E-01  -0.168108363E-15   0.190362411E-14  -0.175397215E-15   0.521692872E-16  -0.111210147E-16  -0.377274838E-03  -0.479539869E-20  -0.337446004E-19   0.535728874E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.144104904E+00   0.500000000E-01   0.500000000E-01   0.123303904E+00   0.294078542E-16  -0.558172767E-16  -0.473994017E-01   0.625965334E-16   0.213150651E-14   0.455636867E-15  -0.452008018E-16  -0.170928605E-16  -0.297301747E-03   0.185363553E-19   0.183095779E-19   0.507014465E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.144659154E+00   0.500000000E-01   0.500000000E-01   0.123277606E+00   0.182311191E-16  -0.547962218E-16  -0.474960754E-01  -0.104454270E-15   0.195593462E-14   0.572736891E-15  -0.399116759E-16   0.364614634E-17  -0.345217746E-03  -0.134219650E-19  -0.141066057E-19   0.940858945E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.145213403E+00   0.500000000E-01   0.500000000E-01   0.123251240E+00   0.183064605E-16  -0.424016439E-16  -0.476449030E-01  -0.238956161E-15   0.140650889E-14   0.811916532E-15   0.269040920E-18   0.442605441E-16  -0.531457514E-03  -0.108067704E-19  -0.441444921E-19   0.192172723E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.145767653E+00   0.500000000E-01   0.500000000E-01   0.123224790E+00   0.157405174E-16  -0.385916421E-16  -0.477987932E-01   0.687226518E-16   0.151920178E-14   0.118920000E-14  -0.916288063E-17   0.136053650E-16  -0.549535777E-03   0.247209482E-19   0.905449053E-20   0.303134460E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.146321903E+00   0.500000000E-01   0.500000000E-01   0.123198269E+00   0.420835398E-16  -0.410466377E-16  -0.479012300E-01  -0.434797391E-16   0.156222074E-14   0.107468809E-14   0.940698845E-16  -0.876669160E-17  -0.365797865E-03  -0.901508125E-20   0.345642753E-20  -0.920064308E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.146876152E+00   0.500000000E-01   0.500000000E-01   0.123171691E+00   0.722310414E-16  -0.444867032E-16  -0.480043874E-01  -0.479220444E-15   0.143263399E-14   0.821651104E-15   0.107655528E-15  -0.122843370E-16  -0.368370975E-03  -0.350102865E-19  -0.104118553E-19  -0.203306631E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.147430402E+00   0.500000000E-01   0.500000000E-01   0.123145049E+00   0.723437764E-16  -0.468028996E-16  -0.481339226E-01  -0.689380684E-15   0.130346598E-14   0.673087566E-15   0.402572295E-18  -0.827104509E-17  -0.462564834E-03  -0.168856620E-19  -0.103782110E-19  -0.119365760E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.147984652E+00   0.500000000E-01   0.500000000E-01   0.123118338E+00   0.383349213E-16  -0.428748823E-16  -0.482519600E-01  -0.604777034E-15   0.152129275E-14   0.515879316E-15  -0.121444268E-15   0.140267935E-16  -0.421507126E-03   0.679761615E-20   0.175016415E-19  -0.126311492E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.148538901E+00   0.500000000E-01   0.500000000E-01   0.123091563E+00   0.148686834E-16  -0.436230211E-16  -0.483659773E-01  -0.159230604E-15   0.160615261E-14   0.532828793E-15  -0.837970017E-16  -0.267157415E-17  -0.407151196E-03   0.357981432E-19   0.681820192E-20   0.136183292E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.149093151E+00   0.500000000E-01   0.500000000E-01   0.123064725E+00   0.259034262E-17  -0.475367293E-16  -0.484782061E-01  -0.144595163E-15   0.171736512E-14   0.576344712E-15  -0.438454660E-16  -0.139756962E-16  -0.400764633E-03   0.117590803E-20   0.893554777E-20   0.349635640E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.149647400E+00   0.500000000E-01   0.500000000E-01   0.123037826E+00  -0.520456768E-17  -0.469670071E-16  -0.485869880E-01  -0.236407007E-15   0.154759772E-14   0.229903294E-15  -0.278353144E-16   0.203445546E-17  -0.388455623E-03  -0.737677004E-20  -0.136402350E-19  -0.278353920E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.150201650E+00   0.500000000E-01   0.500000000E-01   0.123010875E+00   0.392356155E-17  -0.478278583E-16  -0.486657061E-01   0.273851256E-15   0.139248106E-14  -0.326539488E-15   0.325961861E-16  -0.307406535E-17  -0.281099168E-03   0.409975194E-19  -0.124630970E-19  -0.447082888E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.150755900E+00   0.500000000E-01   0.500000000E-01   0.122983875E+00  -0.161518447E-16  -0.473636134E-16  -0.487617238E-01   0.377287569E-15   0.165209303E-14  -0.388653809E-16  -0.716884768E-16   0.165780018E-17  -0.342875345E-03   0.831075659E-20   0.208589405E-19   0.231136381E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.151310149E+00   0.500000000E-01   0.500000000E-01   0.122956817E+00  -0.684935702E-16  -0.473390957E-16  -0.488776745E-01  -0.264925556E-15   0.161630854E-14   0.221715157E-15  -0.186910218E-15   0.875515345E-19  -0.414055643E-03  -0.515996446E-19  -0.287516181E-20   0.209367617E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.151864399E+00   0.500000000E-01   0.500000000E-01   0.122929713E+00  -0.102427227E-15  -0.442846813E-16  -0.489241920E-01  -0.303460863E-15   0.163375938E-14  -0.535662126E-16  -0.121175737E-15   0.109071924E-16  -0.166111918E-03  -0.309618113E-20   0.140211523E-20  -0.221179236E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.152418649E+00   0.500000000E-01   0.500000000E-01   0.122902592E+00  -0.697532331E-16  -0.325526305E-16  -0.489419528E-01   0.176105035E-15   0.182691997E-14   0.194679928E-15   0.116677531E-15   0.418946864E-16  -0.634231078E-04   0.385314921E-19   0.155197979E-19   0.199457348E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.152972898E+00   0.500000000E-01   0.500000000E-01   0.122875450E+00  -0.335631431E-16  -0.211907738E-16  -0.489993253E-01  -0.805959048E-16   0.228655897E-14   0.679704713E-15   0.129233371E-15   0.405727381E-16  -0.204874982E-03  -0.206250492E-19   0.369304334E-19   0.389700951E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.153527148E+00   0.500000000E-01   0.500000000E-01   0.122848269E+00  -0.252482417E-16  -0.108568231E-16  -0.490842958E-01  -0.381623916E-15   0.295458860E-14   0.100206263E-14   0.296921821E-16   0.369021265E-16  -0.303426317E-03  -0.241865789E-19   0.536739133E-19   0.259003641E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.154081397E+00   0.500000000E-01   0.500000000E-01   0.122821040E+00  -0.271190386E-16  -0.305743688E-17  -0.491712558E-01  -0.138643142E-15   0.289280252E-14   0.103672284E-14  -0.668054146E-17   0.278512977E-16  -0.310530497E-03   0.195226804E-19  -0.496430164E-20   0.278483085E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.154635647E+00   0.500000000E-01   0.500000000E-01   0.122793763E+00  -0.550759989E-16   0.447077271E-17  -0.492561517E-01  -0.230359643E-16   0.248662494E-14   0.114254322E-14  -0.998331921E-16   0.268829368E-16  -0.303160031E-03   0.928864429E-20  -0.326349899E-19   0.850230772E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.155189897E+00   0.500000000E-01   0.500000000E-01   0.122766436E+00  -0.852849461E-16   0.127224362E-16  -0.493536775E-01  -0.284284399E-15   0.228665051E-14   0.737908487E-15  -0.107874948E-15   0.294663619E-16  -0.348260838E-03  -0.209904249E-19  -0.160672665E-19  -0.325110271E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.155744146E+00   0.500000000E-01   0.500000000E-01   0.122739054E+00  -0.904217790E-16   0.152898702E-16  -0.494539374E-01  -0.317685731E-15   0.216060051E-14   0.703622534E-15  -0.183434255E-16   0.916820460E-17  -0.358024112E-03  -0.268368362E-20  -0.101276897E-19  -0.275475995E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.156298396E+00   0.500000000E-01   0.500000000E-01   0.122711618E+00  -0.689926994E-16   0.249614037E-16  -0.495489040E-01  -0.330774591E-16   0.292362703E-14   0.108997179E-14   0.765223902E-16   0.345366611E-16  -0.339121860E-03   0.228673085E-19   0.613065906E-19   0.310418509E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.156852646E+00   0.500000000E-01   0.500000000E-01   0.122684135E+00  -0.582240736E-16   0.386295663E-16  -0.496205876E-01   0.100674437E-15   0.348500388E-14   0.117881907E-14   0.384543341E-16   0.488084648E-16  -0.255979195E-03   0.107465108E-19   0.451047241E-19   0.713857773E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.157406895E+00   0.500000000E-01   0.500000000E-01   0.122656609E+00  -0.591219423E-16   0.450943959E-16  -0.497059878E-01   0.115697427E-15   0.304960919E-14   0.120483459E-14  -0.320625361E-17   0.230856491E-16  -0.304960951E-03   0.120704628E-20  -0.349824851E-19   0.209025852E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.157961145E+00   0.500000000E-01   0.500000000E-01   0.122629034E+00  -0.398291666E-16   0.507016613E-16  -0.498000195E-01   0.935620713E-16   0.221650558E-14   0.952956717E-15   0.688937343E-16   0.200233214E-16  -0.335783162E-03  -0.177850070E-20  -0.669370471E-19  -0.202375319E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.158515395E+00   0.500000000E-01   0.500000000E-01   0.122601408E+00  -0.239630452E-16   0.491326094E-16  -0.498875660E-01  -0.839891661E-16   0.164753467E-14   0.809874704E-15   0.566572878E-16  -0.560302192E-17  -0.312625407E-03  -0.142656392E-19  -0.457148813E-19  -0.114961541E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.159069644E+00   0.500000000E-01   0.500000000E-01   0.122573731E+00  -0.135580225E-16   0.452904313E-16  -0.499857535E-01  -0.425311007E-15   0.170751057E-14   0.524683325E-15   0.371559221E-16  -0.137202648E-16  -0.350623336E-03  -0.274240514E-19   0.481885957E-20  -0.229141593E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.159623894E+00   0.500000000E-01   0.500000000E-01   0.122545998E+00  -0.108919206E-16   0.409961266E-16  -0.500881808E-01  -0.355772469E-15   0.212555048E-14   0.212820070E-15   0.952054367E-17  -0.153347911E-16  -0.365763947E-03   0.558718549E-20   0.335880883E-19  -0.250571540E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.160178143E+00   0.500000000E-01   0.500000000E-01   0.122518207E+00  -0.725220323E-17   0.337284239E-16  -0.501924276E-01  -0.351460952E-15   0.245331943E-14  -0.141844712E-15   0.129972858E-16  -0.259526772E-16  -0.372261068E-03   0.346415763E-21   0.263351221E-19  -0.284961114E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.160732393E+00   0.500000000E-01   0.500000000E-01   0.122490362E+00   0.120893328E-16   0.314676512E-16  -0.502876623E-01  -0.101418004E-14   0.259353890E-14   0.489457866E-16   0.690678554E-16  -0.807312921E-17  -0.340079498E-03  -0.532472290E-19   0.112661585E-19   0.153293690E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.161286643E+00   0.500000000E-01   0.500000000E-01   0.122462464E+00   0.181256630E-16   0.303538146E-16  -0.503822840E-01  -0.135910031E-14   0.269269328E-14   0.649618418E-15   0.215554949E-16  -0.397746627E-17  -0.337890100E-03  -0.277131733E-19   0.796671774E-20   0.482620070E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.161840892E+00   0.500000000E-01   0.500000000E-01   0.122434513E+00   0.231518557E-16   0.313115472E-16  -0.504758272E-01  -0.704086345E-15   0.236185309E-14   0.107961222E-14   0.179483341E-16   0.342002499E-17  -0.334039238E-03   0.526281489E-19  -0.265818858E-19   0.345485428E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.162395142E+00   0.500000000E-01   0.500000000E-01   0.122406511E+00   0.768217865E-17   0.304534106E-16  -0.505697731E-01  -0.508078296E-15   0.221526178E-14   0.955822336E-15  -0.552416011E-16  -0.306437155E-17  -0.335477057E-03   0.157485814E-19  -0.117781145E-19  -0.994609734E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.162949392E+00   0.500000000E-01   0.500000000E-01   0.122378460E+00  -0.170692976E-16   0.210952871E-16  -0.506539980E-01  -0.611229490E-15   0.217675166E-14   0.698251464E-15  -0.883865365E-16  -0.334174864E-16  -0.300763605E-03  -0.828784831E-20  -0.309415692E-20  -0.206949453E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.163503641E+00   0.500000000E-01   0.500000000E-01   0.122350360E+00  -0.198765038E-16   0.115174347E-16  -0.507411548E-01  -0.624346887E-15   0.192301869E-14   0.224670146E-15  -0.100244214E-16  -0.342021298E-16  -0.311233510E-03  -0.105393832E-20  -0.203865832E-19  -0.380506514E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.164057891E+00   0.500000000E-01   0.500000000E-01   0.122322214E+00  -0.273018676E-17  -0.184969912E-17  -0.508247371E-01  -0.850572498E-15   0.201417189E-14  -0.622000959E-15   0.612288155E-16  -0.477335028E-16  -0.298469290E-03  -0.181764599E-19   0.732385027E-20  -0.680271493E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.164612140E+00   0.500000000E-01   0.500000000E-01   0.122294018E+00   0.164970282E-16  -0.113673693E-16  -0.509209007E-01  -0.978093305E-15   0.237625747E-14  -0.101788604E-14   0.686596191E-16  -0.339872215E-16  -0.343396444E-03  -0.102458640E-19   0.290923471E-19  -0.318080226E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.165166390E+00   0.500000000E-01   0.500000000E-01   0.122265773E+00   0.166907801E-16  -0.165628090E-16  -0.509993504E-01  -0.932612890E-15   0.261541745E-14  -0.110773001E-14   0.691880339E-18  -0.185527082E-16  -0.280140531E-03   0.365419697E-20   0.192156926E-19  -0.721865805E-20   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.165720640E+00   0.500000000E-01   0.500000000E-01   0.122237485E+00   0.243207670E-16  -0.295483774E-16  -0.510767900E-01  -0.544427591E-15   0.277740514E-14  -0.835448166E-15   0.272463795E-16  -0.463709480E-16  -0.276533822E-03   0.311893711E-19   0.130151608E-19   0.218769221E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.166274889E+00   0.500000000E-01   0.500000000E-01   0.122209147E+00   0.458323513E-16  -0.341326249E-16  -0.511799410E-01  -0.194902822E-15   0.257744835E-14  -0.264926455E-15   0.768170114E-16  -0.163701653E-16  -0.368348066E-03   0.280831287E-19  -0.160658488E-19   0.458394829E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.166829139E+00   0.500000000E-01   0.500000000E-01   0.122180756E+00   0.557981114E-16  -0.353854917E-16  -0.512710278E-01  -0.133336127E-15   0.218511898E-14   0.190579440E-15   0.355873328E-16  -0.447393751E-17  -0.325267468E-03   0.494667497E-20  -0.315223337E-19   0.365983525E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.167383389E+00   0.500000000E-01   0.500000000E-01   0.122152314E+00   0.415211172E-16  -0.333810551E-16  -0.513590216E-01  -0.186992943E-15   0.175778624E-14   0.200675804E-15  -0.509825780E-16   0.715776350E-17  -0.314222396E-03  -0.431114302E-20  -0.343347352E-19   0.811208579E-21   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.167937638E+00   0.500000000E-01   0.500000000E-01   0.122123827E+00   0.177268881E-16  -0.309959578E-16  -0.514364494E-01  -0.275277865E-15   0.208458927E-14   0.386194970E-15  -0.849682450E-16   0.851708732E-17  -0.276491438E-03  -0.709339383E-20   0.262575143E-19   0.149058353E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.168491888E+00   0.500000000E-01   0.500000000E-01   0.122095295E+00   0.128461866E-16  -0.317778376E-16  -0.515209434E-01  -0.394922805E-15   0.229252544E-14   0.542933833E-15  -0.174287908E-16  -0.279206144E-17  -0.301724580E-03  -0.961306481E-20   0.167069657E-19   0.125934356E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.169046138E+00   0.500000000E-01   0.500000000E-01   0.122066719E+00   0.209507698E-16  -0.268764077E-16  -0.515946059E-01  -0.586383595E-15   0.190679876E-14   0.197756810E-15   0.289411438E-16   0.175028109E-16  -0.263045845E-03  -0.153832246E-19  -0.309918293E-19  -0.277338021E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
  0.169600387E+00   0.500000000E-01   0.500000000E-01   0.122038104E+00   0.172712467E-16  -0.185706724E-16  -0.516643952E-01  -0.648751550E-15   0.180839761E-14  -0.155537726E-15  -0.131394303E-16   0.296594504E-16  -0.249214822E-03  -0.501105351E-20  -0.790619894E-20  -0.283860168E-19   0.000000000E+00   0.000000000E+00   0.000000000E+00 
