Particle ID =     1
                 t                 x                 y                 z                ux                uy                uz               urx               ury               urz                Fx                Fy                Fz               RFx               RFy               RFz               Fxa               Fya               Fza
  0.143748354E+01   0.496709513E-01   0.496709513E-01   0.612379634E-01  -0.576753420E-03  -0.576753420E-03  -0.489065228E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.687856705E-06  -0.687856705E-06   0.267785851E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.657422787E-06  -0.657422787E-06   0.268526577E-02 
  0.144008297E+01   0.496694509E-01   0.496694509E-01   0.611108358E-01  -0.577613977E-03  -0.577613976E-03  -0.489088384E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.685335993E-06  -0.685335994E-06   0.267786610E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.655227613E-06  -0.655227614E-06   0.268527057E-02 
  0.144268239E+01   0.496679484E-01   0.496679484E-01   0.609837022E-01  -0.578470808E-03  -0.578470808E-03  -0.489111374E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.682132538E-06  -0.682132538E-06   0.267788159E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.652391202E-06  -0.652391202E-06   0.268528318E-02 
  0.144528182E+01   0.496664436E-01   0.496664436E-01   0.608565626E-01  -0.579322927E-03  -0.579322927E-03  -0.489134095E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.678129857E-06  -0.678129858E-06   0.267790511E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.648802990E-06  -0.648802991E-06   0.268530367E-02 
  0.144788125E+01   0.496649366E-01   0.496649366E-01   0.607294172E-01  -0.580169211E-03  -0.580169210E-03  -0.489156415E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.673216351E-06  -0.673216351E-06   0.267793875E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.644360046E-06  -0.644360046E-06   0.268533418E-02 
  0.145048068E+01   0.496634274E-01   0.496634274E-01   0.606022661E-01  -0.581008414E-03  -0.581008413E-03  -0.489178198E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.667286366E-06  -0.667286367E-06   0.267798306E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.638968903E-06  -0.638968904E-06   0.268537514E-02 
  0.145308010E+01   0.496619161E-01   0.496619161E-01   0.604751094E-01  -0.581839150E-03  -0.581839149E-03  -0.489199273E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.660216786E-06  -0.660216786E-06   0.267804039E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.632522158E-06  -0.632522158E-06   0.268542897E-02 
  0.145567953E+01   0.496604026E-01   0.496604026E-01   0.603479473E-01  -0.582659834E-03  -0.582659834E-03  -0.489219459E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.651837017E-06  -0.651837018E-06   0.267811192E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.624868873E-06  -0.624868874E-06   0.268549672E-02 
  0.145827896E+01   0.496588870E-01   0.496588870E-01   0.602207801E-01  -0.583468616E-03  -0.583468616E-03  -0.489238533E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.641918722E-06  -0.641918722E-06   0.267820060E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.615806258E-06  -0.615806258E-06   0.268558133E-02 
  0.146087839E+01   0.496573693E-01   0.496573693E-01   0.600936081E-01  -0.584263308E-03  -0.584263308E-03  -0.489256246E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.630170841E-06  -0.630170842E-06   0.267830875E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.605077979E-06  -0.605077980E-06   0.268568499E-02 
  0.146347782E+01   0.496558495E-01   0.496558495E-01   0.599664318E-01  -0.585041256E-03  -0.585041256E-03  -0.489272293E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.616191104E-06  -0.616191104E-06   0.267844050E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.592329832E-06  -0.592329832E-06   0.268581186E-02 
  0.146607724E+01   0.496543278E-01   0.496543278E-01   0.598392515E-01  -0.585799318E-03  -0.585799318E-03  -0.489286377E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.599834714E-06  -0.599834714E-06   0.267859527E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.577187879E-06  -0.577187880E-06   0.268596125E-02 
  0.146867667E+01   0.496528041E-01   0.496528041E-01   0.597120678E-01  -0.586534725E-03  -0.586534725E-03  -0.489298472E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.581769960E-06  -0.581769960E-06   0.267875172E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.559938401E-06  -0.559938401E-06   0.268611274E-02 
  0.147127610E+01   0.496512785E-01   0.496512785E-01   0.595848812E-01  -0.587245603E-03  -0.587245603E-03  -0.489308647E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.562608820E-06  -0.562608821E-06   0.267890097E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.541262762E-06  -0.541262763E-06   0.268625891E-02 
  0.147387553E+01   0.496497511E-01   0.496497511E-01   0.594576922E-01  -0.587930795E-03  -0.587930795E-03  -0.489316971E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.542819455E-06  -0.542819455E-06   0.267904360E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.521704894E-06  -0.521704894E-06   0.268639985E-02 
  0.147647495E+01   0.496482220E-01   0.496482220E-01   0.593305013E-01  -0.588589712E-03  -0.588589712E-03  -0.489323529E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.522778538E-06  -0.522778539E-06   0.267917881E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.501699250E-06  -0.501699251E-06   0.268653437E-02 
  0.147907438E+01   0.496466912E-01   0.496466912E-01   0.592033089E-01  -0.589222306E-03  -0.589222306E-03  -0.489328393E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.502849044E-06  -0.502849044E-06   0.267930771E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.481656419E-06  -0.481656419E-06   0.268666331E-02 
  0.148167381E+01   0.496451588E-01   0.496451588E-01   0.590761154E-01  -0.589828566E-03  -0.589828565E-03  -0.489331655E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.483036626E-06  -0.483036627E-06   0.267942912E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.461605961E-06  -0.461605962E-06   0.268678527E-02 
  0.148427324E+01   0.496436248E-01   0.496436248E-01   0.589489213E-01  -0.590409087E-03  -0.590409087E-03  -0.489333387E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.463763248E-06  -0.463763248E-06   0.267954465E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.442008726E-06  -0.442008726E-06   0.268690173E-02 
  0.148687267E+01   0.496420894E-01   0.496420894E-01   0.588217269E-01  -0.590965322E-03  -0.590965322E-03  -0.489333685E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.445637347E-06  -0.445637348E-06   0.267965278E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.423517060E-06  -0.423517061E-06   0.268701098E-02 
  0.148947209E+01   0.496405525E-01   0.496405525E-01   0.586945327E-01  -0.591498563E-03  -0.591498563E-03  -0.489332628E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.428531544E-06  -0.428531544E-06   0.267975474E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.406009713E-06  -0.406009713E-06   0.268711417E-02 
  0.149207152E+01   0.496390143E-01   0.496390143E-01   0.585673388E-01  -0.592009908E-03  -0.592009908E-03  -0.489330308E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.412294276E-06  -0.412294277E-06   0.267984960E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.389338072E-06  -0.389338072E-06   0.268721026E-02 
  0.149467095E+01   0.496374748E-01   0.496374748E-01   0.584401458E-01  -0.592500980E-03  -0.592500980E-03  -0.489326794E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.397299122E-06  -0.397299122E-06   0.267993932E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.373902132E-06  -0.373902132E-06   0.268730119E-02 
  0.149727038E+01   0.496359341E-01   0.496359341E-01   0.583129537E-01  -0.592973151E-03  -0.592973150E-03  -0.489322178E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.383356149E-06  -0.383356150E-06   0.268002215E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.359510208E-06  -0.359510209E-06   0.268738510E-02 
  0.149986980E+01   0.496343921E-01   0.496343921E-01   0.581857631E-01  -0.593427416E-03  -0.593427415E-03  -0.489316525E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.370186950E-06  -0.370186951E-06   0.268010020E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.345877244E-06  -0.345877244E-06   0.268746409E-02 
  0.150246923E+01   0.496328490E-01   0.496328490E-01   0.580585740E-01  -0.593864936E-03  -0.593864936E-03  -0.489309923E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.357905017E-06  -0.357905018E-06   0.268017167E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.333127939E-06  -0.333127940E-06   0.268753629E-02 
  0.150506866E+01   0.496313047E-01   0.496313047E-01   0.579313867E-01  -0.594286706E-03  -0.594286706E-03  -0.489302437E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.346384932E-06  -0.346384932E-06   0.268023850E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.321135604E-06  -0.321135604E-06   0.268760365E-02 
  0.150766809E+01   0.496297594E-01   0.496297594E-01   0.578042015E-01  -0.594693480E-03  -0.594693479E-03  -0.489294148E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.335448211E-06  -0.335448212E-06   0.268029944E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.309717104E-06  -0.309717105E-06   0.268766483E-02 
  0.151026752E+01   0.496282130E-01   0.496282130E-01   0.576770186E-01  -0.595086342E-03  -0.595086342E-03  -0.489285103E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.325332739E-06  -0.325332740E-06   0.268035693E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.299125082E-06  -0.299125082E-06   0.268772233E-02 
  0.151286694E+01   0.496266657E-01   0.496266657E-01   0.575498381E-01  -0.595466335E-03  -0.595466335E-03  -0.489275378E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.316004581E-06  -0.316004582E-06   0.268040897E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.289326712E-06  -0.289326713E-06   0.268777405E-02 
  0.151546637E+01   0.496251174E-01   0.496251174E-01   0.574226601E-01  -0.595834260E-03  -0.595834259E-03  -0.489265017E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.307285123E-06  -0.307285123E-06   0.268045807E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.280137687E-06  -0.280137688E-06   0.268782258E-02 
  0.151806580E+01   0.496235681E-01   0.496235681E-01   0.572954850E-01  -0.596190952E-03  -0.596190952E-03  -0.489254086E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.299198087E-06  -0.299198088E-06   0.268050237E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.271585879E-06  -0.271585880E-06   0.268786594E-02 
  0.152066523E+01   0.496220179E-01   0.496220179E-01   0.571683128E-01  -0.596537330E-03  -0.596537330E-03  -0.489242625E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.291799532E-06  -0.291799532E-06   0.268054395E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.263731949E-06  -0.263731950E-06   0.268790629E-02 
  0.152326465E+01   0.496204668E-01   0.496204668E-01   0.570411436E-01  -0.596874372E-03  -0.596874372E-03  -0.489230704E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.285134100E-06  -0.285134100E-06   0.268058061E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.256623694E-06  -0.256623695E-06   0.268794131E-02 
  0.152586408E+01   0.496189149E-01   0.496189149E-01   0.569139776E-01  -0.597203234E-03  -0.597203234E-03  -0.489218364E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.279327896E-06  -0.279327897E-06   0.268061448E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.250394936E-06  -0.250394936E-06   0.268797319E-02 
  0.152846351E+01   0.496173621E-01   0.496173621E-01   0.567868148E-01  -0.597524969E-03  -0.597524968E-03  -0.489205678E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.274306218E-06  -0.274306218E-06   0.268064332E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.244968784E-06  -0.244968785E-06   0.268799958E-02 
  0.153106294E+01   0.496158085E-01   0.496158085E-01   0.566596553E-01  -0.597840514E-03  -0.597840514E-03  -0.489192677E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.269983467E-06  -0.269983467E-06   0.268067010E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.240256253E-06  -0.240256253E-06   0.268802356E-02 
  0.153366236E+01   0.496142540E-01   0.496142540E-01   0.565324993E-01  -0.598150763E-03  -0.598150762E-03  -0.489179416E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.266325365E-06  -0.266325366E-06   0.268069310E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.236223118E-06  -0.236223118E-06   0.268804331E-02 
  0.153626179E+01   0.496126988E-01   0.496126988E-01   0.564053467E-01  -0.598456550E-03  -0.598456550E-03  -0.489165918E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.263289015E-06  -0.263289015E-06   0.268071477E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.232826554E-06  -0.232826555E-06   0.268806138E-02 
  0.153886122E+01   0.496111428E-01   0.496111428E-01   0.562781977E-01  -0.598758718E-03  -0.598758718E-03  -0.489152237E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.260877175E-06  -0.260877176E-06   0.268073283E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.230070417E-06  -0.230070418E-06   0.268807536E-02 
  0.154146065E+01   0.496095860E-01   0.496095860E-01   0.561510523E-01  -0.599058136E-03  -0.599058136E-03  -0.489138393E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.259109914E-06  -0.259109914E-06   0.268074963E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.227976902E-06  -0.227976903E-06   0.268808770E-02 
  0.154406008E+01   0.496080284E-01   0.496080284E-01   0.560239104E-01  -0.599355515E-03  -0.599355515E-03  -0.489124443E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.257869434E-06  -0.257869435E-06   0.268076276E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.226424230E-06  -0.226424230E-06   0.268809585E-02 
  0.154665950E+01   0.496064701E-01   0.496064701E-01   0.558967722E-01  -0.599651562E-03  -0.599651562E-03  -0.489110405E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.257152852E-06  -0.257152852E-06   0.268077473E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.225410178E-06  -0.225410178E-06   0.268810244E-02 
  0.154925893E+01   0.496049109E-01   0.496049109E-01   0.557696376E-01  -0.599947001E-03  -0.599947001E-03  -0.489096336E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.256971222E-06  -0.256971223E-06   0.268078313E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.224946890E-06  -0.224946891E-06   0.268810490E-02 
  0.155185836E+01   0.496033511E-01   0.496033511E-01   0.556425067E-01  -0.600242426E-03  -0.600242425E-03  -0.489082255E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.257229915E-06  -0.257229915E-06   0.268079038E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.224936248E-06  -0.224936248E-06   0.268810578E-02 
  0.155445779E+01   0.496017904E-01   0.496017904E-01   0.555153795E-01  -0.600538400E-03  -0.600538400E-03  -0.489068212E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.257906185E-06  -0.257906186E-06   0.268079443E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.225355010E-06  -0.225355011E-06   0.268810289E-02 
  0.155705721E+01   0.496002290E-01   0.496002290E-01   0.553882559E-01  -0.600835593E-03  -0.600835592E-03  -0.489054216E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.259074745E-06  -0.259074745E-06   0.268079820E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.226282140E-06  -0.226282141E-06   0.268809928E-02 
  0.155965664E+01   0.495986668E-01   0.495986668E-01   0.552611359E-01  -0.601134532E-03  -0.601134532E-03  -0.489040308E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.260634384E-06  -0.260634385E-06   0.268079943E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.227612773E-06  -0.227612774E-06   0.268809257E-02 
  0.156225607E+01   0.495971038E-01   0.495971038E-01   0.551340195E-01  -0.601435546E-03  -0.601435546E-03  -0.489026495E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.262436885E-06  -0.262436885E-06   0.268080064E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.229191883E-06  -0.229191883E-06   0.268808539E-02 
  0.156485550E+01   0.495955401E-01   0.495955401E-01   0.550069067E-01  -0.601738843E-03  -0.601738843E-03  -0.489012816E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.264396874E-06  -0.264396874E-06   0.268079945E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.230929742E-06  -0.230929743E-06   0.268807522E-02 
  0.156745493E+01   0.495939755E-01   0.495939755E-01   0.548797974E-01  -0.602044531E-03  -0.602044531E-03  -0.488999275E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.266441757E-06  -0.266441757E-06   0.268079831E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.232751084E-06  -0.232751085E-06   0.268806461E-02 
  0.157005435E+01   0.495924101E-01   0.495924101E-01   0.547526916E-01  -0.602352580E-03  -0.602352579E-03  -0.488985914E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.268467895E-06  -0.268467896E-06   0.268079473E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.234547913E-06  -0.234547914E-06   0.268805094E-02 
  0.157265378E+01   0.495908440E-01   0.495908440E-01   0.546255892E-01  -0.602662996E-03  -0.602662996E-03  -0.488972735E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.270504830E-06  -0.270504830E-06   0.268079148E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.236350873E-06  -0.236350873E-06   0.268803710E-02 
  0.157525321E+01   0.495892770E-01   0.495892770E-01   0.544984902E-01  -0.602975924E-03  -0.602975924E-03  -0.488959772E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.272650690E-06  -0.272650690E-06   0.268078631E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.238263284E-06  -0.238263284E-06   0.268802070E-02 
  0.157785264E+01   0.495877092E-01   0.495877092E-01   0.543713946E-01  -0.603291583E-03  -0.603291583E-03  -0.488947024E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.274959956E-06  -0.274959956E-06   0.268078159E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.240342894E-06  -0.240342895E-06   0.268800422E-02 
  0.158045206E+01   0.495861406E-01   0.495861406E-01   0.542443022E-01  -0.603610305E-03  -0.603610304E-03  -0.488934527E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.277513942E-06  -0.277513942E-06   0.268077500E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.242674353E-06  -0.242674354E-06   0.268798521E-02 
  0.158305149E+01   0.495845712E-01   0.495845712E-01   0.541172131E-01  -0.603932638E-03  -0.603932638E-03  -0.488922275E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.280472035E-06  -0.280472035E-06   0.268076922E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.245424458E-06  -0.245424459E-06   0.268796647E-02 
  0.158565092E+01   0.495830009E-01   0.495830009E-01   0.539901271E-01  -0.604259123E-03  -0.604259123E-03  -0.488910301E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.283826713E-06  -0.283826713E-06   0.268076175E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.248585803E-06  -0.248585803E-06   0.268794536E-02 
  0.158825035E+01   0.495814298E-01   0.495814298E-01   0.538630441E-01  -0.604590208E-03  -0.604590208E-03  -0.488898604E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.287510900E-06  -0.287510901E-06   0.268075485E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.252087958E-06  -0.252087958E-06   0.268792424E-02 
  0.159084977E+01   0.495798578E-01   0.495798578E-01   0.537359642E-01  -0.604926360E-03  -0.604926360E-03  -0.488887220E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.291539146E-06  -0.291539147E-06   0.268074602E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.255946215E-06  -0.255946215E-06   0.268790046E-02 
  0.159344920E+01   0.495782849E-01   0.495782849E-01   0.536088871E-01  -0.605268030E-03  -0.605268030E-03  -0.488876148E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.295897752E-06  -0.295897752E-06   0.268073781E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.260146851E-06  -0.260146852E-06   0.268787669E-02 
  0.159604863E+01   0.495767111E-01   0.495767111E-01   0.534818129E-01  -0.605615628E-03  -0.605615628E-03  -0.488865415E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.300559296E-06  -0.300559297E-06   0.268072822E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.264661186E-06  -0.264661186E-06   0.268785082E-02 
  0.159864806E+01   0.495751364E-01   0.495751364E-01   0.533547414E-01  -0.605969671E-03  -0.605969671E-03  -0.488855015E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.305599569E-06  -0.305599569E-06   0.268071978E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.269568482E-06  -0.269568482E-06   0.268782548E-02 
  0.160124749E+01   0.495735608E-01   0.495735608E-01   0.532276726E-01  -0.606330632E-03  -0.606330632E-03  -0.488844975E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.310986323E-06  -0.310986323E-06   0.268071004E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.274835232E-06  -0.274835232E-06   0.268779809E-02 
  0.160384691E+01   0.495719842E-01   0.495719842E-01   0.531006063E-01  -0.606698840E-03  -0.606698840E-03  -0.488835288E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.316616621E-06  -0.316616622E-06   0.268070147E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.280353505E-06  -0.280353505E-06   0.268777124E-02 
  0.160644634E+01   0.495704067E-01   0.495704067E-01   0.529735425E-01  -0.607074558E-03  -0.607074557E-03  -0.488825978E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.322441065E-06  -0.322441065E-06   0.268069184E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.286071372E-06  -0.286071372E-06   0.268774254E-02 
  0.160904577E+01   0.495688282E-01   0.495688282E-01   0.528464810E-01  -0.607457979E-03  -0.607457979E-03  -0.488817035E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.328409823E-06  -0.328409823E-06   0.268068355E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.291936811E-06  -0.291936811E-06   0.268771453E-02 
  0.161164520E+01   0.495672486E-01   0.495672486E-01   0.527194218E-01  -0.607849229E-03  -0.607849229E-03  -0.488808481E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.334473176E-06  -0.334473177E-06   0.268067450E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.297897705E-06  -0.297897705E-06   0.268768497E-02 
  0.161424462E+01   0.495656681E-01   0.495656681E-01   0.525923648E-01  -0.608248468E-03  -0.608248468E-03  -0.488800303E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.340656680E-06  -0.340656681E-06   0.268066705E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.303980637E-06  -0.303980637E-06   0.268765633E-02 
  0.161684405E+01   0.495640865E-01   0.495640865E-01   0.524653098E-01  -0.608655835E-03  -0.608655835E-03  -0.488792521E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.346944240E-06  -0.346944241E-06   0.268065885E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.310168799E-06  -0.310168799E-06   0.268762613E-02 
  0.161944348E+01   0.495625038E-01   0.495625038E-01   0.523382568E-01  -0.609071458E-03  -0.609071458E-03  -0.488785123E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.353329621E-06  -0.353329621E-06   0.268065239E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.316455495E-06  -0.316455495E-06   0.268759695E-02 
  0.162204291E+01   0.495609200E-01   0.495609200E-01   0.522112056E-01  -0.609495501E-03  -0.609495501E-03  -0.488778123E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.359836895E-06  -0.359836895E-06   0.268064561E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.322865864E-06  -0.322865864E-06   0.268756664E-02 
  0.162464234E+01   0.495593351E-01   0.495593351E-01   0.520841562E-01  -0.609928122E-03  -0.609928122E-03  -0.488771506E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.366463568E-06  -0.366463568E-06   0.268064069E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.329397425E-06  -0.329397425E-06   0.268753745E-02 
  0.162724176E+01   0.495577491E-01   0.495577491E-01   0.519571085E-01  -0.610369450E-03  -0.610369450E-03  -0.488765290E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.373188072E-06  -0.373188073E-06   0.268063536E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.336027319E-06  -0.336027320E-06   0.268750699E-02 
  0.162984119E+01   0.495561620E-01   0.495561620E-01   0.518300623E-01  -0.610819604E-03  -0.610819604E-03  -0.488759458E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.380002608E-06  -0.380002608E-06   0.268063193E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.342747089E-06  -0.342747090E-06   0.268747766E-02 
  0.163244062E+01   0.495545736E-01   0.495545736E-01   0.517030175E-01  -0.611278652E-03  -0.611278652E-03  -0.488754026E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.386870600E-06  -0.386870601E-06   0.268062832E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.349518743E-06  -0.349518744E-06   0.268744726E-02 
  0.163504005E+01   0.495529840E-01   0.495529840E-01   0.515759741E-01  -0.611746720E-03  -0.611746720E-03  -0.488748975E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.393834731E-06  -0.393834731E-06   0.268062685E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.356386887E-06  -0.356386887E-06   0.268741822E-02 
