Particle ID =     1
                 t                 x                 y                 z                ux                uy                uz               urx               ury               urz                Fx                Fy                Fz               RFx               RFy               RFz               Fxa               Fya               Fza
  0.163763947E+01   0.495513933E-01   0.495513933E-01   0.514489320E-01  -0.612224059E-03  -0.612224059E-03  -0.488744317E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.400985714E-06  -0.400985714E-06   0.268062545E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.363446083E-06  -0.363446083E-06   0.268738833E-02 
  0.164023890E+01   0.495498012E-01   0.495498012E-01   0.513218910E-01  -0.612710989E-03  -0.612710989E-03  -0.488740036E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.408372677E-06  -0.408372677E-06   0.268062604E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.370747879E-06  -0.370747879E-06   0.268735959E-02 
  0.164283833E+01   0.495482079E-01   0.495482079E-01   0.511948510E-01  -0.613207849E-03  -0.613207849E-03  -0.488736147E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.416011558E-06  -0.416011559E-06   0.268062649E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.378309103E-06  -0.378309104E-06   0.268732976E-02 
  0.164543776E+01   0.495466133E-01   0.495466133E-01   0.510678120E-01  -0.613714995E-03  -0.613714995E-03  -0.488732634E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.423913425E-06  -0.423913426E-06   0.268062900E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.386141106E-06  -0.386141106E-06   0.268730111E-02 
  0.164803719E+01   0.495450173E-01   0.495450173E-01   0.509407738E-01  -0.614232733E-03  -0.614232732E-03  -0.488729511E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.432040761E-06  -0.432040762E-06   0.268063154E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.394204954E-06  -0.394204955E-06   0.268727149E-02 
  0.165063661E+01   0.495434200E-01   0.495434200E-01   0.508137363E-01  -0.614761356E-03  -0.614761355E-03  -0.488726761E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.440386138E-06  -0.440386138E-06   0.268063611E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.402493337E-06  -0.402493337E-06   0.268724299E-02 
  0.165323604E+01   0.495418213E-01   0.495418213E-01   0.506866995E-01  -0.615301153E-03  -0.615301153E-03  -0.488724398E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.448944972E-06  -0.448944972E-06   0.268064084E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.411001383E-06  -0.411001383E-06   0.268721361E-02 
  0.165583547E+01   0.495402212E-01   0.495402212E-01   0.505596633E-01  -0.615852366E-03  -0.615852366E-03  -0.488722402E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.457683283E-06  -0.457683283E-06   0.268064784E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.419693613E-06  -0.419693614E-06   0.268718556E-02 
  0.165843490E+01   0.495386196E-01   0.495386196E-01   0.504326275E-01  -0.616415207E-03  -0.616415207E-03  -0.488720782E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.466578621E-06  -0.466578622E-06   0.268065540E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.428547007E-06  -0.428547007E-06   0.268715702E-02 
  0.166103432E+01   0.495370165E-01   0.495370165E-01   0.503055920E-01  -0.616989920E-03  -0.616989919E-03  -0.488719514E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.475654226E-06  -0.475654226E-06   0.268066568E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.437585904E-06  -0.437585905E-06   0.268713021E-02 
  0.166363375E+01   0.495354120E-01   0.495354120E-01   0.501785569E-01  -0.617576753E-03  -0.617576752E-03  -0.488718602E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.484913975E-06  -0.484913975E-06   0.268067671E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.446814390E-06  -0.446814391E-06   0.268710305E-02 
  0.166623318E+01   0.495338059E-01   0.495338059E-01   0.500515218E-01  -0.618175939E-03  -0.618175939E-03  -0.488718028E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.494345978E-06  -0.494345978E-06   0.268069025E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.456220209E-06  -0.456220209E-06   0.268707737E-02 
  0.166883261E+01   0.495321982E-01   0.495321982E-01   0.499244869E-01  -0.618787629E-03  -0.618787629E-03  -0.488717796E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.503890423E-06  -0.503890423E-06   0.268070454E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.465740725E-06  -0.465740726E-06   0.268705129E-02 
  0.167143203E+01   0.495305889E-01   0.495305889E-01   0.497974520E-01  -0.619411905E-03  -0.619411905E-03  -0.488717887E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.513496884E-06  -0.513496885E-06   0.268072147E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.475323274E-06  -0.475323275E-06   0.268702675E-02 
  0.167403146E+01   0.495289780E-01   0.495289780E-01   0.496704169E-01  -0.620048852E-03  -0.620048852E-03  -0.488718304E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.523168636E-06  -0.523168637E-06   0.268073928E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.484971779E-06  -0.484971779E-06   0.268700189E-02 
  0.167663089E+01   0.495273654E-01   0.495273654E-01   0.495433817E-01  -0.620698573E-03  -0.620698573E-03  -0.488719027E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.532916240E-06  -0.532916241E-06   0.268075980E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.494697295E-06  -0.494697295E-06   0.268697860E-02 
  0.167923032E+01   0.495257511E-01   0.495257511E-01   0.494163463E-01  -0.621361122E-03  -0.621361122E-03  -0.488720060E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.542705832E-06  -0.542705832E-06   0.268078129E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.504464335E-06  -0.504464335E-06   0.268695502E-02 
  0.168182975E+01   0.495241351E-01   0.495241351E-01   0.492893105E-01  -0.622036556E-03  -0.622036556E-03  -0.488721382E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.552539345E-06  -0.552539345E-06   0.268080557E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.514275267E-06  -0.514275267E-06   0.268693302E-02 
  0.168442917E+01   0.495225172E-01   0.495225172E-01   0.491622743E-01  -0.622724929E-03  -0.622724928E-03  -0.488722992E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.562413080E-06  -0.562413080E-06   0.268083114E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.524126514E-06  -0.524126514E-06   0.268691100E-02 
  0.168702860E+01   0.495208976E-01   0.495208976E-01   0.490352376E-01  -0.623426252E-03  -0.623426252E-03  -0.488724870E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.572297750E-06  -0.572297750E-06   0.268085969E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.533987545E-06  -0.533987546E-06   0.268689069E-02 
  0.168962803E+01   0.495192762E-01   0.495192762E-01   0.489082003E-01  -0.624140502E-03  -0.624140502E-03  -0.488727015E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.582165757E-06  -0.582165758E-06   0.268088961E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.543829860E-06  -0.543829860E-06   0.268687036E-02 
  0.169222746E+01   0.495176528E-01   0.495176528E-01   0.487811625E-01  -0.624867639E-03  -0.624867639E-03  -0.488729403E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.592005857E-06  -0.592005857E-06   0.268092262E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.553641826E-06  -0.553641826E-06   0.268685178E-02 
  0.169482688E+01   0.495160276E-01   0.495160276E-01   0.486541239E-01  -0.625607586E-03  -0.625607586E-03  -0.488732032E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.601790940E-06  -0.601790941E-06   0.268095736E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.563395074E-06  -0.563395075E-06   0.268683349E-02 
  0.169742631E+01   0.495144004E-01   0.495144004E-01   0.485270847E-01  -0.626360284E-03  -0.626360284E-03  -0.488734873E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.611535029E-06  -0.611535030E-06   0.268099565E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.573104368E-06  -0.573104369E-06   0.268681734E-02 
  0.170002574E+01   0.495127713E-01   0.495127713E-01   0.484000446E-01  -0.627125743E-03  -0.627125743E-03  -0.488737914E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.621285954E-06  -0.621285954E-06   0.268103638E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.582819917E-06  -0.582819918E-06   0.268680211E-02 
  0.170262517E+01   0.495111401E-01   0.495111401E-01   0.482730037E-01  -0.627904057E-03  -0.627904057E-03  -0.488741121E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.631107201E-06  -0.631107202E-06   0.268108117E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.592608157E-06  -0.592608157E-06   0.268678948E-02 
  0.170522460E+01   0.495095069E-01   0.495095069E-01   0.481459618E-01  -0.628695350E-03  -0.628695350E-03  -0.488744478E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.641018882E-06  -0.641018883E-06   0.268112875E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.602490149E-06  -0.602490150E-06   0.268677803E-02 
  0.170782402E+01   0.495078716E-01   0.495078716E-01   0.480189191E-01  -0.629499736E-03  -0.629499735E-03  -0.488747948E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.651014290E-06  -0.651014291E-06   0.268118076E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.612458795E-06  -0.612458796E-06   0.268676946E-02 
  0.171042345E+01   0.495062343E-01   0.495062343E-01   0.478918754E-01  -0.630317331E-03  -0.630317331E-03  -0.488751509E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.661096120E-06  -0.661096120E-06   0.268123606E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.622517033E-06  -0.622517033E-06   0.268676250E-02 
  0.171302288E+01   0.495045947E-01   0.495045947E-01   0.477648308E-01  -0.631148301E-03  -0.631148301E-03  -0.488755122E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.671298118E-06  -0.671298118E-06   0.268129608E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.632700334E-06  -0.632700334E-06   0.268675856E-02 
  0.171562231E+01   0.495029530E-01   0.495029530E-01   0.476377851E-01  -0.631992805E-03  -0.631992805E-03  -0.488758762E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.681616568E-06  -0.681616568E-06   0.268135973E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.643004873E-06  -0.643004873E-06   0.268675646E-02 
  0.171822173E+01   0.495013091E-01   0.495013091E-01   0.475107385E-01  -0.632850986E-03  -0.632850985E-03  -0.488762385E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.692039923E-06  -0.692039923E-06   0.268142864E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.653418401E-06  -0.653418402E-06   0.268675782E-02 
  0.172082116E+01   0.494996630E-01   0.494996630E-01   0.473836909E-01  -0.633722984E-03  -0.633722984E-03  -0.488765956E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.702566781E-06  -0.702566781E-06   0.268150204E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.663939447E-06  -0.663939447E-06   0.268676176E-02 
  0.172342059E+01   0.494980145E-01   0.494980145E-01   0.472566423E-01  -0.634608961E-03  -0.634608961E-03  -0.488769419E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.713210616E-06  -0.713210617E-06   0.268158165E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.674582251E-06  -0.674582251E-06   0.268676998E-02 
  0.172602002E+01   0.494963638E-01   0.494963638E-01   0.471295929E-01  -0.635509067E-03  -0.635509067E-03  -0.488772726E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.723965451E-06  -0.723965451E-06   0.268166691E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.685340717E-06  -0.685340717E-06   0.268678181E-02 
  0.172861944E+01   0.494947106E-01   0.494947106E-01   0.470025425E-01  -0.636423454E-03  -0.636423454E-03  -0.488775810E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.734830693E-06  -0.734830693E-06   0.268175945E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.696214093E-06  -0.696214094E-06   0.268679886E-02 
  0.173121887E+01   0.494930551E-01   0.494930551E-01   0.468754913E-01  -0.637352266E-03  -0.637352266E-03  -0.488778611E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.745800905E-06  -0.745800906E-06   0.268185869E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.707196772E-06  -0.707196772E-06   0.268682039E-02 
  0.173381830E+01   0.494913972E-01   0.494913972E-01   0.467484394E-01  -0.638295654E-03  -0.638295654E-03  -0.488781050E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.756882412E-06  -0.756882412E-06   0.268196619E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.718295615E-06  -0.718295615E-06   0.268684794E-02 
  0.173641773E+01   0.494897367E-01   0.494897367E-01   0.466213869E-01  -0.639253763E-03  -0.639253763E-03  -0.488783054E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.768068084E-06  -0.768068085E-06   0.268208167E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.729503482E-06  -0.729503483E-06   0.268688105E-02 
  0.173901716E+01   0.494880738E-01   0.494880738E-01   0.464943339E-01  -0.640226752E-03  -0.640226752E-03  -0.488784529E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.779369960E-06  -0.779369961E-06   0.268220684E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.740833372E-06  -0.740833373E-06   0.268692137E-02 
  0.174161658E+01   0.494864083E-01   0.494864083E-01   0.463672805E-01  -0.641214806E-03  -0.641214806E-03  -0.488785383E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.790805210E-06  -0.790805210E-06   0.268234161E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.752303937E-06  -0.752303937E-06   0.268696863E-02 
  0.174421601E+01   0.494847402E-01   0.494847402E-01   0.462402270E-01  -0.642218131E-03  -0.642218131E-03  -0.488785502E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.802388789E-06  -0.802388790E-06   0.268248783E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.763931507E-06  -0.763931507E-06   0.268702459E-02 
  0.174681544E+01   0.494830695E-01   0.494830695E-01   0.461131734E-01  -0.643236927E-03  -0.643236927E-03  -0.488784769E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.814114939E-06  -0.814114939E-06   0.268264589E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.775711084E-06  -0.775711084E-06   0.268708942E-02 
  0.174941487E+01   0.494813962E-01   0.494813962E-01   0.459861202E-01  -0.644271420E-03  -0.644271420E-03  -0.488783043E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.826001485E-06  -0.826001486E-06   0.268281787E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.787662599E-06  -0.787662599E-06   0.268716506E-02 
  0.175201429E+01   0.494797201E-01   0.494797201E-01   0.458590674E-01  -0.645321847E-03  -0.645321847E-03  -0.488780177E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.838055251E-06  -0.838055251E-06   0.268300440E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.799794763E-06  -0.799794763E-06   0.268725189E-02 
  0.175461372E+01   0.494780413E-01   0.494780413E-01   0.457320156E-01  -0.646388443E-03  -0.646388443E-03  -0.488775997E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.850272391E-06  -0.850272392E-06   0.268320770E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.812105460E-06  -0.812105460E-06   0.268735190E-02 
  0.175721315E+01   0.494763596E-01   0.494763596E-01   0.456049649E-01  -0.647471428E-03  -0.647471428E-03  -0.488770320E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.862641181E-06  -0.862641181E-06   0.268342895E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.824584865E-06  -0.824584866E-06   0.268746593E-02 
  0.175981258E+01   0.494746752E-01   0.494746752E-01   0.454779159E-01  -0.648571049E-03  -0.648571049E-03  -0.488762927E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.875175520E-06  -0.875175520E-06   0.268367098E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.837250596E-06  -0.837250596E-06   0.268759650E-02 
  0.176241201E+01   0.494729878E-01   0.494729878E-01   0.453508690E-01  -0.649687557E-03  -0.649687556E-03  -0.488753580E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.887876947E-06  -0.887876947E-06   0.268393603E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.850108732E-06  -0.850108733E-06   0.268774539E-02 
  0.176501143E+01   0.494712976E-01   0.494712976E-01   0.452238247E-01  -0.650821221E-03  -0.650821221E-03  -0.488741991E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.900751977E-06  -0.900751977E-06   0.268422798E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.863172012E-06  -0.863172013E-06   0.268791600E-02 
  0.176761086E+01   0.494696043E-01   0.494696043E-01   0.450967837E-01  -0.651972313E-03  -0.651972313E-03  -0.488727837E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.913793015E-06  -0.913793016E-06   0.268455052E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.876440485E-06  -0.876440485E-06   0.268811134E-02 
  0.177021029E+01   0.494679081E-01   0.494679081E-01   0.449697464E-01  -0.653140793E-03  -0.653140793E-03  -0.488718658E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.925846301E-06  -0.925846301E-06   0.268205867E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.220316798E-06  -0.220316798E-06   0.643953430E-03 
  0.177280972E+01   0.494662088E-01   0.494662091E-01   0.448427060E-01  -0.654322725E-03  -0.654080453E-03  -0.488752585E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.933599333E-06  -0.755590066E-06   0.267961346E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.899922254E-06  -0.715456207E-06   0.268445043E-02 
  0.177540914E+01   0.494645064E-01   0.494645074E-01   0.447156559E-01  -0.655513117E-03  -0.655219354E-03  -0.488793288E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.937516148E-06  -0.899539674E-06   0.267898296E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.906363894E-06  -0.867159247E-06   0.268393458E-02 
  0.177800857E+01   0.494628009E-01   0.494628029E-01   0.445885991E-01  -0.656710531E-03  -0.656213254E-03  -0.488805048E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.940695154E-06  -0.791214357E-06   0.268100425E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.911710586E-06  -0.756755332E-06   0.268613820E-02 
